epoch,train,val,bpm,steps
1,0.2423243224620819,0.13956970663726131,5.869927832535361,399.63507964848907
2,0.22786641120910645,0.14276304605497198,5.937523045332884,397.1157945972635
3,0.21011008322238922,0.14595955143278705,6.0109347272789915,394.8874231001146
4,0.22845017910003662,0.14886740893369924,6.073563579545285,393.04033362700534
5,0.21188652515411377,0.15137873330110108,6.122839766643509,391.37497846079543
6,0.2291259467601776,0.15387779765836584,6.1721874015513505,389.3910859149221
7,0.2008512318134308,0.1567444877790492,6.227545316847765,387.65090481834727
8,0.21433858573436737,0.15864284454945302,6.263545703507279,386.86574019407095
9,0.1991995871067047,0.1602702017990299,6.291941647726655,386.12190173874103
10,0.21671897172927856,0.16159445477373194,6.314892635995784,385.3242396275561
11,0.202323317527771,0.16277993791830284,6.335786948758975,384.2782738994081
