epoch,train,val,bpm,steps
1,0.2564988136291504,0.2806712255178261,6.1420272935369535,320.5938701738856
2,0.24381348490715027,0.27972308416315805,6.128782139350499,319.0892985312561
3,0.2474433183670044,0.2790315080470829,6.121030098073844,317.8015078628342
4,0.23153862357139587,0.2782695566877123,6.111362067520934,316.65554367641636
5,0.25026485323905945,0.27766176312192886,6.104919967556039,315.49068834588553
6,0.2488219439983368,0.2769611507530627,6.100051157941413,314.3432336615151
7,0.2475353330373764,0.27646956126591465,6.097668356175385,313.41207394160085
8,0.24758484959602356,0.2760825725477932,6.098404586364259,312.438217575632
9,0.24425044655799866,0.2756887854326453,6.099716942011886,311.41840518588043
10,0.24131596088409424,0.2752340117850342,6.097096559789568,310.5194421497719
11,0.23780643939971924,0.2749084804815635,6.095809970217546,309.66440110473565
12,0.24921540915966034,0.2745006932736421,6.091121982468522,308.96016093688934
13,0.24265092611312866,0.2742369529154323,6.088151968349001,308.41632123398074
14,0.23134565353393555,0.2739669781493043,6.084759225027938,307.9671078986251
15,0.24163579940795898,0.27374124046981796,6.0818631266210765,307.52294001103724
16,0.22923509776592255,0.27362725211826133,6.0801684094801125,307.25250908999726
17,0.22789177298545837,0.2734694847858351,6.077132198754858,307.13918628520844
18,0.2332502007484436,0.273308314194308,6.073679986727202,307.06740799804703
19,0.23353010416030884,0.273230178537663,6.071717767407522,307.0713597659051
20,0.2363121211528778,0.2731113238579056,6.068925023913231,307.0457777530716
21,0.22934690117835999,0.2729977001077074,6.065912686146026,307.18681804378366
22,0.2347661703824997,0.27288873485967846,6.063273260107376,307.262719418172
23,0.23114702105522156,0.27276955119620405,6.059965036244545,307.3632732187858
24,0.22867107391357422,0.2725572924250345,6.052427652941484,307.5056660640886
25,0.20911484956741333,0.2723721135413789,6.045436995219713,307.5949723447
26,0.24015390872955322,0.27211093500613376,6.036465089558254,307.647871752621
27,0.2360391914844513,0.2718497781353538,6.027258277680542,307.7231441107882
28,0.2332063615322113,0.2714605170427321,6.01502408649289,307.86690317702266
29,0.22615018486976624,0.2711551576324791,6.004468758291681,307.9327550275428
30,0.2221543937921524,0.2707947506213219,5.993331155132939,307.81371744022437
