epoch,train,val,bpm,steps
1,0.29636409878730774,0.19161435689787432,4.147525408512245,417.11711435447694
2,0.2983507812023163,0.19054033319669147,4.129777913117124,416.5143772383293
3,0.3000907897949219,0.1896699464662432,4.11403557219842,415.7674256855531
4,0.2949007451534271,0.18926090915492547,4.103380651967249,415.35543611787625
5,0.3028925359249115,0.18890418078596605,4.090123483617792,415.0670282084215
6,0.30154624581336975,0.18886878465469012,4.081760661533017,414.9806617405392
7,0.29214727878570557,0.18914803637456573,4.0794333368448115,415.14570971062886
8,0.29637959599494934,0.18942747184686953,4.077081937255996,415.23553369576507
9,0.28629764914512634,0.18992507158646987,4.076824961997289,415.3106256798286
10,0.3184957504272461,0.19060741669059234,4.078332896403571,415.74202812805066
11,0.2810002565383911,0.19095184131442974,4.071800342260116,415.7536042552222
12,0.2746572196483612,0.19137472560697716,4.066037550609766,416.0084507940588
13,0.28332841396331787,0.19153242412320054,4.061606324628212,415.8631160043184
14,0.2724817395210266,0.1916492066673126,4.0559370694319155,415.76297020026516
15,0.278568834066391,0.1918800545377958,4.0527917618515925,415.80780548841307
16,0.2696840763092041,0.19212601433905957,4.049988831432526,415.8431442741103
