epoch,train,val,bpm,steps
1,0.27264854311943054,0.19840420635879075,5.245642624873275,375.7960720841388
2,0.2446007952094078,0.19816469989104446,5.257825174401863,374.0594956607295
3,0.2573968172073364,0.1991437956175231,5.278670562621253,372.8775126104613
4,0.24076513200998306,0.19966468031145673,5.289682172337615,372.1577839306929
5,0.23564425855875015,0.20018824375989872,5.298868483511515,371.644308768369
6,0.24107394367456436,0.2003040930741727,5.300827831783795,371.90735966771723
7,0.26716022193431854,0.20017844153255546,5.300469434332845,372.0174751964319
8,0.24024063348770142,0.20006077737868894,5.302135548537278,371.7166935612986
9,0.23059489578008652,0.19966686719111532,5.29736824528469,371.7942016954645
10,0.2626071125268936,0.19862497649990368,5.282729519340329,370.8161377372881
11,0.22777142375707626,0.1991127745486646,5.289544460918704,370.83756391187325
12,0.22528472542762756,0.1994345901682932,5.295083946693616,370.66108189919555
