epoch,train,val,bpm,steps
1,0.25429004430770874,0.3452236149700114,6.887532264531695,302.2044851378138
2,0.24397243559360504,0.34569512470912467,6.888353188065208,302.7185441548046
3,0.24081340432167053,0.3462560250330362,6.8908504190099915,303.22973666688915
4,0.251027375459671,0.3470617862927793,6.896238795022371,303.86402092167964
5,0.2514325678348541,0.3480397633973942,6.904903432765669,304.582514333063
6,0.23503415286540985,0.34904096267769485,6.915680869376855,305.3746804927369
7,0.24484479427337646,0.3503029011703246,6.929803193266867,306.1849224962976
8,0.24113675951957703,0.3507596738719109,6.9339198125278365,306.5275265314609
9,0.23894913494586945,0.3510771032115073,6.936217819966102,306.7945372182463
10,0.26275357604026794,0.3513905581757325,6.938291651795435,307.09588477820756
11,0.2384178191423416,0.3517581201933209,6.941140533381168,307.4269498924535
