epoch,train,val,bpm,steps
1,0.08281345665454865,0.060913385335317836,3.9150397890393935,126.48019843074377
2,0.08677741885185242,0.061312154780053287,3.976296356172783,125.22679465915797
3,0.08248364925384521,0.06203689022533818,4.028974182262716,123.79295058157844
4,0.08444074541330338,0.06284552470565528,4.077724021397279,122.802236481395
5,0.08899952471256256,0.06417344164072801,4.157014851816065,123.59868366135211
6,0.07908911257982254,0.0658475156825838,4.229102929690608,124.71788575001223
7,0.09078935533761978,0.06735098574842607,4.28636522158522,124.11681361871943
8,0.07854516804218292,0.06784618462857203,4.298394968911457,123.7808444472376
9,0.07124155014753342,0.06817082362057425,4.3012140194391835,123.72571549193157
10,0.10758699476718903,0.06846697671856071,4.3036090220616705,124.02287155794819
11,0.07757644355297089,0.06853374556956515,4.300820981184377,123.96012189045109
