epoch,train,val,bpm,steps
1,0.12432249635457993,0.039448534930998834,2.4136672600806715,124.78733871497101
2,0.1114213839173317,0.03977925721845226,2.4388125803908967,122.27563734533808
3,0.09567013382911682,0.04011524235163123,2.459745484486158,120.04675895962795
4,0.09645744413137436,0.04050402443270773,2.470296768295748,118.37228315139356
5,0.10113741457462311,0.0408549677438705,2.4718011878011104,117.72683733621797
6,0.11797775328159332,0.04069263830194652,2.454837919662177,117.73268383677522
7,0.10485455393791199,0.04068787779786842,2.4467926686550503,117.78415363277067
8,0.10964465886354446,0.04064711763709942,2.443157904920372,118.12932323349554
9,0.09450851380825043,0.04062228289953718,2.4433828855680395,118.19210863001169
10,0.09824206680059433,0.04055396051194821,2.4424195292601807,118.07404628263917
11,0.1082545667886734,0.040539279229074736,2.4446016502058088,117.80105561531543
