epoch,train,val,bpm,steps
1,0.06995872408151627,0.03578930372234368,3.054294123169875,139.76623504100303
2,0.05667933076620102,0.03758342688240937,3.140111841975222,135.4361921249849
3,0.07659833878278732,0.03897354456859212,3.208612128187552,132.70272207323916
4,0.07186393439769745,0.040978236642192654,3.2981901212643114,133.17516231154443
5,0.06811544299125671,0.04225845133177226,3.3424923012609042,137.82190278242587
6,0.07131162285804749,0.04314513630885384,3.371403450914131,142.16621349817558
7,0.08945046365261078,0.043284891334568976,3.3698564149403794,148.84891391212085
8,0.06295771896839142,0.04302586975709624,3.3570884354238886,150.98664639975613
9,0.0612201951444149,0.042709472370345634,3.341755625022862,152.5843281062823
10,0.052692413330078125,0.04230404287762075,3.322217337463228,153.3075501235015
11,0.05418269336223602,0.041703437401811656,3.2994993890617947,153.4346959374446
