epoch,train,val,bpm,steps
1,0.09125246107578278,0.05032804512286765,2.7569977755934842,150.29964028972526
2,0.10270924866199493,0.0504366862031566,2.7537618285361565,149.82585314294482
3,0.112794429063797,0.050966891027258716,2.764176444815288,149.6413425161316
4,0.09684281051158905,0.05152578601120766,2.775910489383853,150.7702864587324
5,0.0961017832159996,0.052147663122979956,2.789524541492305,152.27202348227158
6,0.10845410078763962,0.05270462142693605,2.8050170362448505,153.60954155360747
7,0.1094527468085289,0.05305027783893616,2.823372088021609,153.5085956674757
8,0.08986683189868927,0.05323329332348224,2.8383657117303245,153.0922232653387
9,0.1017264798283577,0.05329401457373526,2.8484246200665972,152.45131830712518
10,0.11469718813896179,0.05328915127075058,2.860791199607262,151.71862627435516
11,0.1025930717587471,0.0532280545728974,2.872535551540635,151.118460271092
