epoch,train,val,bpm,steps
1,0.12693873047828674,0.059993887683423106,2.713208789805068,103.33492356314925
2,0.13721217215061188,0.0588023072787721,2.6490855547158496,103.78381009292997
3,0.14501352608203888,0.05806471885235514,2.60905578828021,104.91434589266107
4,0.12101857364177704,0.05803898142712088,2.603062934469985,105.76481977388984
5,0.13514475524425507,0.058205314928599684,2.597124647365382,106.86204662580364
6,0.12141997367143631,0.05876642265297974,2.6068215101976713,108.38879942202806
7,0.10151565074920654,0.05922889526055857,2.6177666058180784,109.75230242749899
8,0.1542920023202896,0.059717906763218365,2.627776866104498,111.58218629885188
9,0.09300662577152252,0.06020483457967688,2.6426552638383676,113.35982671309803
10,0.14565829932689667,0.06037552921205683,2.6639825810171023,113.47631185096414
11,0.14095014333724976,0.060428485037312844,2.6708399695595766,113.52248404632472
12,0.12572264671325684,0.06038658874307698,2.6720775230992224,113.20680156756016
13,0.14384570717811584,0.06052862981204922,2.685042191323445,112.56880359068158
14,0.10643936693668365,0.06059599496376063,2.692471389305757,112.06709993339659
